Time,    RMM1,    RMM2,    phase,    amplitude 
0008179, -0.5645149, 0.7477840, 7, 0.9369407
0008180, -0.4750274, 0.6862451, 7, 0.8346157
0008181, -0.4060216, 0.7084206, 7, 0.8165252
0008182, -0.5981563, 0.5565056, 8, 0.8170002
0008183, -0.6969416, 0.5581130, 8, 0.8928704
0008184, -0.6394941, 0.6606671, 7, 0.9194747
0008185, -0.6464826, 0.6199753, 8, 0.8957171
0008186, -0.6035318, 0.4009977, 8, 0.7246032
0008187, -0.7095588, 0.0688349, 8, 0.7128899
0008188, -0.7007297, 0.2618476, 8, 0.7480550
0008189, -0.5380234, 0.4543818, 8, 0.7042244
0008190, -0.4518251, 0.2696465, 8, 0.5261703
0008191, -0.4688278, -0.0555273, 1, 0.4721047
0008192, -0.5834438, -0.2348472, 1, 0.6289355
0008193, -0.4765116, -0.2422026, 1, 0.5345328
0008194, -0.2816879, 0.1411738, 8, 0.3150842
0008195, -0.0896102, 0.5053289, 7, 0.5132127
0008196, 0.0816111, 0.6879779, 6, 0.6928015
0008197, 0.0949982, 0.6752773, 6, 0.6819268
0008198, 0.1069852, 0.7475312, 6, 0.7551482
0008199, -0.2427292, 0.6960240, 7, 0.7371342
0008200, -0.5038844, 0.8630088, 7, 0.9993416
0008201, -0.7539719, 0.9287791, 7, 1.1962878
0008202, -0.9675272, 1.1593250, 7, 1.5100143
0008203, -0.9770332, 0.9557150, 8, 1.3667425
0008204, -0.9948372, 0.7327931, 8, 1.2355917
0008205, -0.9704814, 0.7214958, 8, 1.2092934
0008206, -1.0040253, 0.5647350, 8, 1.1519516
0008207, -1.0189794, 0.3106425, 8, 1.0652783
0008208, -0.8864360, 0.2225541, 8, 0.9139470
0008209, -0.6802446, 0.1957343, 8, 0.7078451
0008210, -0.4151402, 0.2508526, 8, 0.4850448
0008211, -0.0589103, 0.3562760, 7, 0.3611135
0008212, 0.0340654, 0.3633369, 6, 0.3649304
0008213, 0.0915519, 0.3741261, 6, 0.3851650
0008214, 0.3258010, 0.1356724, 5, 0.3529211
0008215, 0.3392449, 0.0671020, 5, 0.3458175
0008216, 0.3002329, 0.1097946, 5, 0.3196790
0008217, 0.1872183, 0.2730812, 6, 0.3310952
0008218, 0.2379088, 0.0765081, 5, 0.2499082
0008219, 0.5820284, 0.0421819, 5, 0.5835550
0008220, 0.8720866, -0.0214462, 4, 0.8723503
0008221, 1.1547407, 0.0168692, 5, 1.1548640
0008222, 1.5568463, 0.3432363, 5, 1.5942338
0008223, 1.8862530, 0.6375907, 5, 1.9910983
0008224, 2.0518909, 0.8201697, 5, 2.2097363
0008225, 1.9823484, 0.8173046, 5, 2.1442230
0008226, 1.6097517, 1.1467650, 5, 1.9764540
0008227, 1.0417743, 1.4907538, 6, 1.8186920
0008228, 0.6217762, 1.8832111, 6, 1.9832020
0008229, 0.4274048, 2.3775585, 6, 2.4156694
0008230, 0.3008479, 2.6198254, 6, 2.6370428
0008231, 0.1301808, 2.4985256, 6, 2.5019147
0008232, -0.1375683, 2.1796169, 7, 2.1839540
0008233, -0.3111411, 2.0333292, 7, 2.0569971
0008234, -0.4362701, 1.6011274, 7, 1.6595001
0008235, -0.4653434, 1.3628111, 7, 1.4400690
0008236, -0.7784403, 1.1838803, 7, 1.4168775
0008237, -1.0269294, 1.0911977, 7, 1.4984313
0008238, -0.9276975, 0.9740332, 7, 1.3451258
0008239, -0.9660441, 0.9712496, 7, 1.3698784
0008240, -1.1964149, 1.2266381, 7, 1.7134905
0008241, -1.2328036, 1.4283209, 7, 1.8867711
0008242, -1.2945530, 1.2861848, 8, 1.8248668
0008243, -1.2652584, 1.1272202, 8, 1.6945513
0008244, -1.5054247, 1.1422808, 8, 1.8897378
0008245, -1.7806450, 1.0521797, 8, 2.0682790
0008246, -2.0146449, 1.1295245, 8, 2.3096795
0008247, -2.1970592, 1.2312440, 8, 2.5185373
0008248, -1.8379180, 1.1870235, 8, 2.1879141
0008249, -1.5897092, 0.9972902, 8, 1.8766360
0008250, -1.5642568, 0.5672537, 8, 1.6639340
0008251, -1.4283538, 0.4785307, 8, 1.5063819
0008252, -1.1699595, 0.2889448, 8, 1.2051117
0008253, -1.2509016, 0.2310112, 8, 1.2720538
0008254, -1.4134425, 0.1732514, 8, 1.4240209
0008255, -1.4918717, -0.0021047, 1, 1.4918733
0008256, -1.2842710, -0.4162917, 1, 1.3500558
0008257, -1.0286626, -0.8256440, 1, 1.3190280
0008258, -0.8589082, -0.9104496, 2, 1.2516556
0008259, -0.4630752, -0.8561238, 2, 0.9733378
0008260, -0.2314606, -0.8121406, 2, 0.8444800
0008261, 0.1666074, -0.8003921, 3, 0.8175485
0008262, 0.5876799, -0.7530102, 3, 0.9551921
0008263, 0.8687227, -0.9137336, 3, 1.2607888
0008264, 1.0638859, -1.1471965, 3, 1.5645808
0008265, 1.1391628, -0.9743552, 4, 1.4990196
0008266, 1.3278916, -0.8454252, 4, 1.5741791
0008267, 1.8736424, -0.6468169, 4, 1.9821473
0008268, 2.0951500, -0.5877134, 4, 2.1760194
0008269, 2.1331959, -0.1845901, 4, 2.1411674
0008270, 1.9998617, -0.0881088, 4, 2.0018017
0008271, 1.8171989, 0.0976405, 5, 1.8198202
0008272, 1.8425493, 0.3971763, 5, 1.8848705
0008273, 1.7235618, 0.6823692, 5, 1.8537240
0008274, 1.6080111, 0.9199558, 5, 1.8525708
0008275, 1.3611262, 1.0567424, 5, 1.7231857
0008276, 1.1422750, 1.4619912, 6, 1.8553195
0008277, 0.8549693, 1.5412422, 6, 1.7624983
0008278, 0.3840629, 1.3461088, 6, 1.3998262
0008279, 0.0000690, 1.4688637, 6, 1.4688637
0008280, -0.4279697, 1.4104201, 7, 1.4739209
0008281, -0.8184534, 1.4583681, 7, 1.6723348
0008282, -0.8705073, 1.6125271, 7, 1.8324920
0008283, -0.9036928, 1.5575124, 7, 1.8006959
0008284, -1.0145497, 1.2629187, 7, 1.6199614
0008285, -0.9822281, 1.0210454, 7, 1.4167942
0008286, -0.9167290, 1.0511070, 7, 1.3947107
0008287, -0.9693802, 0.9288545, 8, 1.3425604
0008288, -0.8177797, 0.8848479, 7, 1.2048732
0008289, -0.9042659, 0.7565154, 8, 1.1789879
0008290, -1.0825217, 0.6166680, 8, 1.2458462
0008291, -1.2944362, 0.6892706, 8, 1.4665126
0008292, -1.3487618, 0.5862013, 8, 1.4706428
0008293, -1.4619979, 0.3369557, 8, 1.5003257
0008294, -1.4295927, -0.0184708, 1, 1.4297121
0008295, -1.4924912, 0.0154442, 8, 1.4925711
0008296, -1.6226975, 0.1327840, 8, 1.6281211
0008297, -1.6560096, 0.1617309, 8, 1.6638885
0008298, -1.4250914, -0.2016815, 1, 1.4392918
0008299, -1.2933090, -0.1659733, 1, 1.3039154
0008300, -1.2203186, -0.1041382, 1, 1.2247539
0008301, -1.1739025, -0.1165131, 1, 1.1796705
0008302, -0.9902695, -0.1625935, 1, 1.0035290
0008303, -0.8955986, -0.3060924, 1, 0.9464616
0008304, -0.8183697, -0.1750413, 1, 0.8368802
0008305, -0.9175184, -0.1765466, 1, 0.9343494
0008306, -1.1424071, -0.3713042, 1, 1.2012330
0008307, -1.3199812, -0.4304684, 1, 1.3883996
0008308, -1.5070950, -0.7106063, 1, 1.6662222
0008309, -1.4700811, -1.0309690, 1, 1.7955599
0008310, -1.2258688, -1.3615464, 2, 1.8320925
0008311, -0.7986299, -1.5118335, 2, 1.7098100
0008312, -0.4280609, -1.5562321, 2, 1.6140305
0008313, -0.1031844, -1.6895527, 2, 1.6927006
0008314, 0.4123246, -1.5691875, 3, 1.6224552
0008315, 0.8717978, -1.2021551, 3, 1.4849944
0008316, 1.4327829, -0.8004470, 4, 1.6412135
0008317, 1.9535499, -0.4827372, 4, 2.0123103
0008318, 1.9652938, -0.1785496, 4, 1.9733878
0008319, 1.9014307, -0.0750092, 4, 1.9029096
0008320, 1.9233854, -0.1968859, 4, 1.9334362
0008321, 1.8938875, -0.4267035, 4, 1.9413619
0008322, 1.7141176, -0.7718675, 4, 1.8798879
0008323, 1.5936316, -0.7721983, 4, 1.7708619
0008324, 1.3871123, -0.7510309, 4, 1.5773801
0008325, 1.7053772, -0.7903600, 4, 1.8796223
0008326, 1.6443381, -0.8982593, 4, 1.8736910
0008327, 1.5703015, -0.6875721, 4, 1.7142352
0008328, 1.5779598, -0.2595823, 4, 1.5991685
0008329, 1.7221937, 0.3490149, 5, 1.7572031
0008330, 1.8230942, 0.3224789, 5, 1.8513955
0008331, 1.9979964, 0.2746215, 5, 2.0167813
0008332, 1.8816050, 0.3073890, 5, 1.9065480
0008333, 1.7097361, 0.4013464, 5, 1.7562108
0008334, 1.6329211, 0.2858686, 5, 1.6577551
0008335, 1.6277347, 0.4409894, 5, 1.6864139
0008336, 1.5566078, 0.5166538, 5, 1.6401094
0008337, 1.6340469, 0.5486508, 5, 1.7236958
0008338, 1.5342826, 0.9691076, 5, 1.8147155
0008339, 1.4837238, 1.1456382, 5, 1.8745462
0008340, 1.2212728, 0.9771104, 5, 1.5640500
0008341, 1.0212703, 1.1949506, 6, 1.5719097
0008342, 0.7230361, 1.4493549, 6, 1.6196946
0008343, 0.7040772, 1.5556611, 6, 1.7075732
0008344, 0.5859877, 1.3509165, 6, 1.4725342
0008345, 0.4224136, 0.9264341, 6, 1.0181912
0008346, -0.0619011, 1.1769155, 7, 1.1785423
0008347, -0.3656168, 1.3132659, 7, 1.3632106
0008348, -0.5780991, 1.1465173, 7, 1.2840173
0008349, -0.8539065, 0.9458885, 7, 1.2743082
0008350, -0.9420014, 0.8511770, 8, 1.2695940
0008351, -0.6609180, 0.4510989, 8, 0.8001893
0008352, -0.6318853, 0.0986566, 8, 0.6395406
0008353, -0.8259003, -0.3231777, 1, 0.8868794
0008354, -1.0355364, -0.7046889, 1, 1.2525662
0008355, -1.2165630, -1.1409585, 1, 1.6678765
0008356, -1.0743023, -1.5147570, 2, 1.8570446
0008357, -0.8728690, -1.7598681, 2, 1.9644430
0008358, -0.6617143, -1.7692500, 2, 1.8889445
0008359, -0.3258928, -1.9033037, 2, 1.9310026
0008360, -0.1047415, -1.8792007, 2, 1.8821174
0008361, 0.0176312, -1.7482541, 3, 1.7483430
0008362, 0.4436979, -1.8198600, 3, 1.8731680
0008363, 0.6890820, -1.5482674, 3, 1.6946876
0008364, 0.8909131, -1.2395488, 3, 1.5265017
0008365, 1.1102728, -1.0639720, 4, 1.5377718
0008366, 1.2672858, -1.1169105, 4, 1.6892313
0008367, 1.4676090, -1.1320921, 4, 1.8535125
0008368, 1.6012042, -0.9915817, 4, 1.8833717
0008369, 1.8137066, -0.8048158, 4, 1.9842530
0008370, 2.0390103, -0.5354504, 4, 2.1081436
0008371, 1.9607301, -0.3407543, 4, 1.9901196
0008372, 2.1838009, -0.1400859, 4, 2.1882894
0008373, 2.1062016, 0.0050496, 5, 2.1062076
0008374, 1.9195446, 0.2255324, 5, 1.9327484
0008375, 1.7865009, 0.5634153, 5, 1.8732384
0008376, 1.4938161, 0.8032600, 5, 1.6960876
0008377, 1.2910255, 0.8719774, 5, 1.5579126
0008378, 1.2441981, 1.0080361, 5, 1.6013012
0008379, 1.0390996, 1.1637748, 6, 1.5601602
0008380, 0.8557312, 1.3227999, 6, 1.5754604
0008381, 0.7456937, 1.4797777, 6, 1.6570460
0008382, 0.2419558, 1.5040323, 6, 1.5233698
0008383, -0.3208327, 1.6055727, 7, 1.6373141
0008384, -0.7183258, 1.4490812, 7, 1.6173522
0008385, -0.7884150, 0.9033817, 7, 1.1990399
0008386, -0.8950422, 0.5857098, 8, 1.0696524
0008387, -0.8949223, 0.0665437, 8, 0.8973929
0008388, -0.8426708, -0.2921360, 1, 0.8918731
0008389, -0.6969114, -0.4526527, 1, 0.8310114
0008390, -0.4769429, -0.8331187, 2, 0.9599799
0008391, -0.2677639, -0.9727142, 2, 1.0088956
0008392, 0.0362952, -0.7343017, 3, 0.7351982
0008393, 0.3314637, -0.6977046, 3, 0.7724376
0008394, 0.2032480, -0.8589737, 3, 0.8826923
0008395, -0.0272461, -0.9128383, 2, 0.9132449
0008396, -0.2732945, -0.6450534, 2, 0.7005596
0008397, -0.3997275, -0.6191601, 2, 0.7369812
0008398, -0.3565249, -0.5409826, 2, 0.6478983
0008399, -0.2569095, -0.4380014, 2, 0.5077871
0008400, -0.4138963, -0.6095079, 2, 0.7367564
