Time,    RMM1,    RMM2,    phase,    amplitude 
0000479, -1.3403343, -0.1955682, 1, 1.3545269
0000480, -1.1777471, -0.3128422, 1, 1.2185887
0000481, -1.1274798, -0.4683445, 1, 1.2208837
0000482, -1.0824028, -0.5692370, 1, 1.2229582
0000483, -1.0434107, -0.6707242, 1, 1.2403938
0000484, -0.8751758, -0.8036689, 1, 1.1881987
0000485, -0.6006792, -0.9048499, 2, 1.0860796
0000486, -0.1299531, -1.2979729, 2, 1.3044622
0000487, 0.2330042, -1.3752859, 3, 1.3948842
0000488, 0.5066862, -1.2688541, 3, 1.3662803
0000489, 0.8301271, -1.1250397, 3, 1.3981507
0000490, 0.8265146, -0.9408480, 3, 1.2523264
0000491, 0.7684371, -0.6846773, 4, 1.0292127
0000492, 0.6518488, -0.5199509, 4, 0.8338200
0000493, 0.6806230, -0.7151337, 3, 0.9872506
0000494, 0.6990598, -0.5927668, 4, 0.9165463
0000495, 0.7901786, -0.5359423, 4, 0.9547860
0000496, 0.9685410, -0.3171507, 4, 1.0191449
0000497, 1.3322476, -0.0878522, 4, 1.3351411
0000498, 1.4246899, 0.2522063, 5, 1.4468411
0000499, 1.3342971, 0.6555927, 5, 1.4866575
0000500, 1.2322391, 0.9272118, 5, 1.5421203
0000501, 1.0813755, 1.0901160, 6, 1.5354888
0000502, 0.8304646, 1.1690785, 6, 1.4340209
0000503, 0.5461290, 1.1975337, 6, 1.3161854
0000504, 0.3384528, 1.0991644, 6, 1.1500924
0000505, 0.3126105, 1.3257252, 6, 1.3620839
0000506, 0.3242835, 1.4020922, 6, 1.4391048
0000507, 0.3030409, 1.4403419, 6, 1.4718759
0000508, -0.0577322, 1.4863017, 7, 1.4874225
0000509, -0.5371865, 1.5153110, 7, 1.6077117
0000510, -0.9467134, 1.6334211, 7, 1.8879435
0000511, -1.3387718, 1.4118615, 7, 1.9456781
0000512, -1.6592317, 0.9370592, 8, 1.9055524
0000513, -1.5230485, 0.8105142, 8, 1.7252855
0000514, -1.4185711, 0.5566906, 8, 1.5238925
0000515, -1.2587265, 0.2689308, 8, 1.2871349
0000516, -1.2860349, 0.0759044, 8, 1.2882730
0000517, -1.3196957, 0.0249239, 8, 1.3199310
0000518, -1.5479778, 0.0983863, 8, 1.5511012
0000519, -1.6610748, -0.2446300, 1, 1.6789917
0000520, -1.4463576, -0.4956272, 1, 1.5289201
0000521, -1.1460562, -0.9599839, 1, 1.4949963
0000522, -0.8854938, -1.0527952, 2, 1.3756732
0000523, -0.9016911, -1.0031363, 2, 1.3488251
0000524, -0.9342217, -0.8062060, 1, 1.2339928
0000525, -0.7942709, -0.6655116, 1, 1.0362297
0000526, -0.6093926, -0.7212425, 2, 0.9442193
0000527, -0.6630286, -0.8576252, 2, 1.0840333
0000528, -0.7574967, -0.8438464, 2, 1.1339656
0000529, -0.3833236, -0.8740081, 2, 0.9543727
0000530, -0.0659695, -1.0947716, 2, 1.0967574
0000531, 0.2162136, -1.3005369, 3, 1.3183870
0000532, 0.2681468, -1.3772418, 3, 1.4031030
0000533, 0.6776263, -1.2668648, 3, 1.4367058
0000534, 0.8850125, -1.1919897, 3, 1.4846165
0000535, 0.9371049, -1.0324697, 3, 1.3943311
0000536, 0.9946365, -0.8238686, 4, 1.2915344
0000537, 1.1160697, -0.5555250, 4, 1.2466835
0000538, 1.0565566, -0.4829543, 4, 1.1617042
0000539, 1.0372882, -0.3423868, 4, 1.0923349
0000540, 0.8551759, -0.2648614, 4, 0.8952526
0000541, 0.8059535, 0.0244141, 5, 0.8063232
0000542, 0.8509872, 0.2684740, 5, 0.8923326
0000543, 0.8083304, 0.4822789, 5, 0.9412709
0000544, 0.7987852, 0.6631703, 5, 1.0381968
0000545, 0.9482303, 0.7609393, 5, 1.2157998
0000546, 1.2002897, 0.7998572, 5, 1.4423825
0000547, 1.1710970, 0.7069032, 5, 1.3679110
0000548, 0.8549739, 0.7253702, 5, 1.1212236
0000549, 0.5276119, 0.6634737, 6, 0.8476861
0000550, 0.4036839, 0.5474423, 6, 0.6801865
0000551, -0.0762650, 0.4976484, 7, 0.5034583
0000552, -0.5385531, 0.7250247, 7, 0.9031613
0000553, -0.7211224, 1.0492421, 7, 1.2731562
0000554, -0.8070509, 1.0912694, 7, 1.3572767
0000555, -0.9198720, 0.7360004, 8, 1.1780752
0000556, -1.0815030, 0.3835004, 8, 1.1474848
0000557, -1.1089624, 0.1494620, 8, 1.1189890
0000558, -0.8093282, 0.0852235, 8, 0.8138029
0000559, -0.6941298, 0.0265240, 8, 0.6946364
0000560, -0.6894522, 0.0668808, 8, 0.6926885
0000561, -0.8039996, -0.0260056, 1, 0.8044201
0000562, -1.0029813, 0.1701240, 8, 1.0173072
0000563, -0.8662920, 0.2169950, 8, 0.8930558
0000564, -0.7262721, 0.1346271, 8, 0.7386445
0000565, -0.6514294, 0.1110513, 8, 0.6608272
0000566, -0.7586221, -0.1605081, 1, 0.7754162
0000567, -0.9271280, -0.3980803, 1, 1.0089768
0000568, -0.7950929, -0.6358011, 1, 1.0180451
0000569, -0.5500218, -0.6061843, 2, 0.8185251
0000570, -0.2097356, -0.5258185, 2, 0.5661043
0000571, 0.0838977, -0.5511478, 3, 0.5574968
0000572, 0.2692083, -0.4070278, 3, 0.4880008
0000573, 0.4268614, -0.2571114, 4, 0.4983141
0000574, 0.6007363, -0.3670754, 4, 0.7040089
0000575, 0.9212310, -0.3960586, 4, 1.0027606
0000576, 1.0338327, -0.4014407, 4, 1.1090376
0000577, 1.3431404, -0.5605623, 4, 1.4554230
0000578, 1.6633562, -0.6042250, 4, 1.7697011
0000579, 2.0686269, -0.4051476, 4, 2.1079283
0000580, 2.0628245, -0.1217961, 4, 2.0664170
0000581, 1.8367155, 0.1386594, 5, 1.8419420
0000582, 1.7645236, 0.2332284, 5, 1.7798705
0000583, 1.5865750, 0.5861728, 5, 1.6913955
0000584, 1.4675502, 0.9803389, 5, 1.7648705
0000585, 1.2050937, 0.9987539, 5, 1.5651710
0000586, 0.9747485, 1.1707984, 6, 1.5234512
0000587, 0.6798392, 1.2769567, 6, 1.4466512
0000588, 0.3877303, 1.4259225, 6, 1.4776975
0000589, 0.1083326, 1.5604622, 6, 1.5642182
0000590, 0.0901784, 1.6002692, 6, 1.6028081
0000591, -0.1409499, 1.5121545, 7, 1.5187093
0000592, -0.5347959, 1.5191275, 7, 1.6105139
0000593, -0.8335667, 1.7758855, 7, 1.9617856
0000594, -1.0230196, 1.6116401, 7, 1.9089141
0000595, -1.4333856, 1.1019844, 8, 1.8080276
0000596, -1.5643963, 0.8239620, 8, 1.7681202
0000597, -1.4719015, 0.4801030, 8, 1.5482225
0000598, -1.4164999, 0.1756126, 8, 1.4273442
0000599, -1.4558581, -0.0280826, 1, 1.4561290
0000600, -1.6741716, -0.2676713, 1, 1.6954346
0000601, -1.7629540, -0.3258387, 1, 1.7928127
0000602, -1.7338387, -0.3002162, 1, 1.7596382
0000603, -1.9430549, -0.2975549, 1, 1.9657063
0000604, -2.1410458, -0.3289996, 1, 2.1661758
0000605, -1.9551477, -0.5566175, 1, 2.0328369
0000606, -1.7492077, -0.7423362, 1, 1.9002081
0000607, -1.5995136, -0.6658415, 1, 1.7325671
0000608, -1.5534714, -0.6478459, 1, 1.6831453
0000609, -1.4836208, -0.7104588, 1, 1.6449566
0000610, -1.5322485, -0.7352258, 1, 1.6995124
0000611, -1.4150875, -0.7515191, 1, 1.6022651
0000612, -1.3032957, -0.8008308, 1, 1.5296763
0000613, -1.3041052, -0.9415458, 1, 1.6084771
0000614, -1.1897814, -1.0070077, 1, 1.5587317
0000615, -1.1051480, -1.1595236, 2, 1.6018261
0000616, -0.9542128, -1.0012304, 2, 1.3831068
0000617, -0.8542755, -0.8740041, 2, 1.2221578
0000618, -0.9133140, -0.7001542, 1, 1.1508077
0000619, -0.8148487, -0.6294443, 1, 1.0296497
0000620, -0.6951916, -0.4879264, 1, 0.8493313
0000621, -0.7500854, -0.3605656, 1, 0.8322473
0000622, -0.6707730, -0.4444873, 1, 0.8046772
0000623, -0.6424844, -0.5929555, 1, 0.8742897
0000624, -0.5935913, -0.8081065, 2, 1.0026897
0000625, -0.4237495, -1.0501150, 2, 1.1323891
0000626, 0.0408528, -1.1810788, 3, 1.1817851
0000627, 0.3900106, -1.2319586, 3, 1.2922192
0000628, 0.6853735, -1.2365954, 3, 1.4138263
0000629, 1.0702180, -1.0934825, 3, 1.5300558
0000630, 1.5830441, -0.9564164, 4, 1.8495299
0000631, 1.8129075, -0.9219291, 4, 2.0338600
0000632, 2.1098912, -0.6077607, 4, 2.1956809
0000633, 2.4783392, -0.1895472, 4, 2.4855771
0000634, 2.5485489, 0.0918233, 5, 2.5502026
0000635, 2.6366386, 0.3168072, 5, 2.6556034
0000636, 2.6796966, 0.5290761, 5, 2.7314274
0000637, 2.8207214, 0.6164953, 5, 2.8873060
0000638, 2.5744350, 0.6191621, 5, 2.6478438
0000639, 2.4874837, 0.7893427, 5, 2.6097198
0000640, 2.3620734, 1.2517879, 5, 2.6732686
0000641, 2.4760656, 1.5902770, 5, 2.9427676
0000642, 2.3070931, 1.7794142, 5, 2.9135878
0000643, 1.7959068, 1.8294904, 6, 2.5636530
0000644, 1.3077314, 1.8138095, 6, 2.2360828
0000645, 0.9222617, 1.7242030, 6, 1.9553624
0000646, 0.5484072, 1.5003862, 6, 1.5974697
0000647, 0.5268708, 1.5511028, 6, 1.6381431
0000648, 0.5484007, 1.5639734, 6, 1.6573341
0000649, 0.6042655, 1.5660774, 6, 1.6786110
0000650, 0.5766377, 1.7070802, 6, 1.8018419
0000651, 0.2444067, 1.6743987, 6, 1.6921422
0000652, -0.1578165, 1.5081955, 7, 1.5164299
0000653, -0.4242159, 1.4354763, 7, 1.4968472
0000654, -0.6203015, 1.4343098, 7, 1.5626960
0000655, -0.8312053, 1.6106780, 7, 1.8125081
0000656, -0.8833274, 1.6627378, 7, 1.8828076
0000657, -0.8499854, 1.6573787, 7, 1.8626270
0000658, -0.7958696, 1.2775651, 7, 1.5051848
0000659, -0.8502234, 0.9188095, 7, 1.2518350
0000660, -0.8399380, 0.3272756, 8, 0.9014462
0000661, -0.7993762, 0.1976474, 8, 0.8234481
0000662, -0.8322061, 0.0917634, 8, 0.8372500
0000663, -0.8567045, -0.0748916, 1, 0.8599717
0000664, -1.0034779, -0.2993274, 1, 1.0471699
0000665, -1.0309848, -0.1614846, 1, 1.0435549
0000666, -0.8392607, -0.0922660, 1, 0.8443172
0000667, -0.6370771, -0.1663117, 1, 0.6584275
0000668, -0.5748001, -0.3112055, 1, 0.6536391
0000669, -0.6424361, -0.6092072, 1, 0.8853573
0000670, -0.6389703, -0.7946830, 2, 1.0197079
0000671, -0.5258583, -1.0041633, 2, 1.1335214
0000672, -0.2424489, -0.8656743, 2, 0.8989846
0000673, -0.1156619, -0.7976460, 2, 0.8059881
0000674, -0.0318140, -0.7071494, 2, 0.7078647
0000675, -0.0339407, -0.7490289, 2, 0.7497975
0000676, 0.0441471, -0.6697139, 3, 0.6711674
0000677, 0.1198202, -0.6804326, 3, 0.6909018
0000678, 0.0055495, -0.6935685, 3, 0.6935906
0000679, -0.1178250, -0.5118334, 2, 0.5252201
0000680, -0.2543231, -0.4338075, 2, 0.5028610
0000681, -0.2985154, -0.5667626, 2, 0.6405711
0000682, -0.3869187, -0.7574942, 2, 0.8505901
0000683, -0.4818976, -1.2168130, 2, 1.3087624
0000684, -0.4580720, -1.3733133, 2, 1.4476945
0000685, -0.4285959, -1.3316058, 2, 1.3988811
0000686, -0.3334544, -1.2566565, 2, 1.3001451
0000687, -0.1642721, -1.3632236, 2, 1.3730855
0000688, 0.0267825, -1.5993376, 3, 1.5995618
0000689, 0.2573648, -1.4556600, 3, 1.4782364
0000690, 0.4395584, -1.2153881, 3, 1.2924317
0000691, 0.4583528, -1.4078807, 3, 1.4806131
0000692, 0.4740615, -1.3973008, 3, 1.4755284
0000693, 0.7651085, -1.1817517, 3, 1.4078097
0000694, 0.7704107, -1.0698053, 3, 1.3183383
0000695, 0.6741565, -0.8130734, 3, 1.0562080
0000696, 0.6958879, -0.3906897, 4, 0.7980592
0000697, 0.6989403, -0.3699452, 4, 0.7908078
0000698, 0.7070408, -0.2666791, 4, 0.7556617
0000699, 0.7667591, -0.1263335, 4, 0.7770970
0000700, 0.7815449, 0.0551009, 5, 0.7834848
0000701, 0.8428829, 0.1887131, 5, 0.8637502
0000702, 0.8792511, 0.3949018, 5, 0.9638619
0000703, 0.7906746, 0.6485791, 5, 1.0226539
0000704, 0.5948100, 0.8578517, 6, 1.0438911
0000705, 0.6094091, 1.0342546, 6, 1.2004424
0000706, 0.5811281, 1.0954008, 6, 1.2400051
0000707, 0.6698886, 1.1320434, 6, 1.3153983
0000708, 0.6941857, 1.1072972, 6, 1.3069050
0000709, 0.5842022, 1.3784592, 6, 1.4971446
0000710, 0.3865552, 1.5251536, 6, 1.5733781
0000711, 0.2155992, 1.5489200, 6, 1.5638530
0000712, -0.0706538, 1.4382626, 7, 1.4399970
0000713, -0.3455791, 1.0625169, 7, 1.1173035
0000714, -0.5702891, 0.7816492, 7, 0.9675769
0000715, -0.7819830, 0.7026740, 8, 1.0513079
0000716, -0.9786869, 0.6404493, 8, 1.1696167
0000717, -0.9386283, 0.4549929, 8, 1.0430924
0000718, -0.8784554, 0.1665044, 8, 0.8940960
0000719, -0.6627542, -0.3513437, 1, 0.7501237
0000720, -0.5562595, -0.5537636, 1, 0.7849068
0000721, -0.3621945, -0.3791164, 2, 0.5243225
0000722, 0.0334574, 0.0181869, 5, 0.0380809
0000723, 0.1418154, -0.1347520, 4, 0.1956264
0000724, 0.1843261, -0.5395092, 3, 0.5701283
0000725, 0.0273901, -0.7900617, 3, 0.7905363
0000726, 0.0240641, -0.9143676, 3, 0.9146842
0000727, 0.3045336, -0.9051171, 3, 0.9549752
0000728, 0.4740784, -0.5179516, 3, 0.7021568
0000729, 0.4192257, -0.2462505, 4, 0.4861990
